site;year;transect;slide;taxa;count
Yawzi;1998;1;8;Plexaurella;0
Yawzi;1998;1;9;Plexaurella;0
Yawzi;1998;1;10;Plexaurella;0
Yawzi;1998;3;21;Plexaurella;0
Yawzi;1998;3;22;Plexaurella;0
Yawzi;1998;3;23;Plexaurella;0
Yawzi;1998;3;24;Plexaurella;0
Yawzi;1998;3;25;Plexaurella;0
Yawzi;1998;3;26;Plexaurella;0
Yawzi;1998;3;27;Plexaurella;0
Yawzi;1998;3;28;Plexaurella;0
Yawzi;1998;3;29;Plexaurella;0
Yawzi;1998;3;30;Plexaurella;0
Yawzi;1999;1;1;Plexaurella;0
Yawzi;1999;1;2;Plexaurella;0
Yawzi;1999;1;3;Plexaurella;0
Yawzi;1999;1;4;Plexaurella;0
Yawzi;1999;1;5;Plexaurella;0
Yawzi;1999;1;6;Plexaurella;0
Yawzi;1999;1;7;Plexaurella;0
Yawzi;1999;1;8;Plexaurella;0
Yawzi;1999;1;9;Plexaurella;0
Yawzi;1999;1;10;Plexaurella;0
Yawzi;1999;3;21;Plexaurella;0
Yawzi;1999;3;22;Plexaurella;0
Yawzi;1999;3;23;Plexaurella;0
Yawzi;1999;3;24;Plexaurella;0
Yawzi;1999;3;25;Plexaurella;0
Yawzi;1999;3;26;Plexaurella;0
Yawzi;1999;3;27;Plexaurella;0
Yawzi;1999;3;28;Plexaurella;0
Yawzi;1999;3;29;Plexaurella;0
Yawzi;1999;3;30;Plexaurella;0
Yawzi;2000;1;1;Plexaurella;0
Yawzi;2000;1;2;Plexaurella;0
Yawzi;2000;1;3;Plexaurella;0
Yawzi;2000;1;4;Plexaurella;0
Yawzi;2000;1;5;Plexaurella;0
Yawzi;2000;1;6;Plexaurella;0
Yawzi;2000;1;7;Plexaurella;0
Yawzi;2000;1;8;Plexaurella;0
Yawzi;2000;1;9;Plexaurella;0
Yawzi;2000;1;10;Plexaurella;0
Yawzi;2000;3;21;Plexaurella;0
Yawzi;2000;3;22;Plexaurella;0
Yawzi;2000;3;23;Plexaurella;0
Yawzi;2000;3;24;Plexaurella;0
Yawzi;2000;3;25;Plexaurella;0
Yawzi;2000;3;26;Plexaurella;0
Yawzi;2000;3;27;Plexaurella;0
Yawzi;2000;3;28;Plexaurella;0
Yawzi;2000;3;29;Plexaurella;0
Yawzi;2000;3;30;Plexaurella;0
Yawzi;2001;1;Q1;Plexaurella;0
Yawzi;2001;1;Q2;Plexaurella;0
Yawzi;2001;1;Q3;Plexaurella;0
Yawzi;2001;1;Q4;Plexaurella;0
Yawzi;2001;1;Q5;Plexaurella;0
Yawzi;2001;1;Q6;Plexaurella;0
Yawzi;2001;1;Q7;Plexaurella;0
Yawzi;2001;1;Q8;Plexaurella;0
Yawzi;2001;1;Q9;Plexaurella;0
Yawzi;2001;1;Q10;Plexaurella;0
Yawzi;2001;3;Q1;Plexaurella;0
Yawzi;2001;3;Q2;Plexaurella;0
Yawzi;2001;3;Q3;Plexaurella;0
Yawzi;2001;3;Q4;Plexaurella;0
Yawzi;2001;3;Q5;Plexaurella;0
Yawzi;2001;3;Q6;Plexaurella;0
Yawzi;2001;3;Q7;Plexaurella;0
Yawzi;2001;3;Q8;Plexaurella;0
Yawzi;2001;3;Q9;Plexaurella;0
Yawzi;2001;3;Q10;Plexaurella;0
Yawzi;2002;1;Q1;Plexaurella;0
Yawzi;2002;1;Q2;Plexaurella;0
Yawzi;2002;1;Q3;Plexaurella;0
Yawzi;2002;1;Q4;Plexaurella;0
Yawzi;2002;1;Q5;Plexaurella;0
Yawzi;2002;1;Q6;Plexaurella;0
Yawzi;2002;1;Q7;Plexaurella;0
Yawzi;2002;1;Q8;Plexaurella;0
Yawzi;2002;1;Q9;Plexaurella;0
Yawzi;2002;1;Q10;Plexaurella;0
Yawzi;2002;3;Q1;Plexaurella;0
Yawzi;2002;3;Q2;Plexaurella;0
Yawzi;2002;3;Q3;Plexaurella;0
Yawzi;2002;3;Q4;Plexaurella;0
Yawzi;2002;3;Q5;Plexaurella;0
Yawzi;2002;3;Q6;Plexaurella;0
Yawzi;2002;3;Q7;Plexaurella;0
Yawzi;2002;3;Q8;Plexaurella;0
Yawzi;2002;3;Q9;Plexaurella;0
Yawzi;2002;3;Q10;Plexaurella;0
Yawzi;2002;3;Q11;Plexaurella;0
Yawzi;2002;3;Q12;Plexaurella;0
Yawzi;2003;1;2256;Plexaurella;0
Yawzi;2003;1;2257;Plexaurella;0
Yawzi;2003;1;2258;Plexaurella;0
Yawzi;2003;1;2259;Plexaurella;0
Yawzi;2003;1;2260;Plexaurella;0
Yawzi;2003;1;2261;Plexaurella;0
Yawzi;2003;1;2262;Plexaurella;0
Yawzi;2003;1;2263;Plexaurella;0
Yawzi;2003;1;2264;Plexaurella;0
Yawzi;2003;1;2265;Plexaurella;0
Yawzi;2003;3;2278;Plexaurella;0
Yawzi;2003;3;2279;Plexaurella;0
Yawzi;2003;3;2280;Plexaurella;0
Yawzi;2003;3;2281;Plexaurella;0
Yawzi;2003;3;2282;Plexaurella;0
Yawzi;2003;3;2283;Plexaurella;0
Yawzi;2003;3;2284;Plexaurella;0
Yawzi;2003;3;2285;Plexaurella;0
Yawzi;2003;3;2286;Plexaurella;0
Yawzi;2003;3;2287;Plexaurella;0
Yawzi;2003;3;2288;Plexaurella;0
Yawzi;2003;3;2289;Plexaurella;0
Yawzi;2004;1;7055;Plexaurella;0
Yawzi;2004;1;7056;Plexaurella;0
Yawzi;2004;1;7057;Plexaurella;0
Yawzi;2004;1;7058;Plexaurella;0
Yawzi;2004;1;7059;Plexaurella;0
Yawzi;2004;1;7060;Plexaurella;0
Yawzi;2004;1;7061;Plexaurella;0
Yawzi;2004;1;7062;Plexaurella;0
Yawzi;2004;1;7063;Plexaurella;0
Yawzi;2004;1;7064;Plexaurella;0
Yawzi;2004;3;7115;Plexaurella;0
Yawzi;2004;3;7116;Plexaurella;0
Yawzi;2004;3;7117;Plexaurella;0
Yawzi;2004;3;7118;Plexaurella;0
Yawzi;2004;3;7119;Plexaurella;0
Yawzi;2004;3;7120;Plexaurella;0
Yawzi;2004;3;7121;Plexaurella;0
Yawzi;2004;3;7122;Plexaurella;0
Yawzi;2004;3;7123;Plexaurella;0
Yawzi;2004;3;7124;Plexaurella;0
Yawzi;2004;3;7125;Plexaurella;0
Yawzi;2005;1;14;Plexaurella;0
Yawzi;2005;1;15;Plexaurella;0
Yawzi;2005;1;16;Plexaurella;0
Yawzi;2005;1;17;Plexaurella;0
Yawzi;2005;1;18;Plexaurella;0
Yawzi;2005;1;19;Plexaurella;0
Yawzi;2005;1;21;Plexaurella;0
Yawzi;2005;1;23;Plexaurella;0
Yawzi;2005;1;24;Plexaurella;0
Yawzi;2005;1;25;Plexaurella;0
Yawzi;2005;1;26;Plexaurella;0
Yawzi;2005;3;1;Plexaurella;0
Yawzi;2005;3;2;Plexaurella;0
Yawzi;2005;3;3;Plexaurella;0
Yawzi;2005;3;4;Plexaurella;0
Yawzi;2005;3;5;Plexaurella;0
Yawzi;2005;3;6;Plexaurella;0
Yawzi;2005;3;7;Plexaurella;0
Yawzi;2005;3;8;Plexaurella;0
Yawzi;2005;3;9;Plexaurella;0
Yawzi;2005;3;10;Plexaurella;0
Yawzi;2005;3;11;Plexaurella;0
Yawzi;2005;3;12;Plexaurella;0
Yawzi;2006;1;309;Plexaurella;0
Yawzi;2006;1;310;Plexaurella;0
Yawzi;2006;1;311;Plexaurella;0
Yawzi;2006;1;313;Plexaurella;0
Yawzi;2006;1;314;Plexaurella;0
Yawzi;2006;1;315;Plexaurella;0
Yawzi;2006;1;316;Plexaurella;0
Yawzi;2006;1;317;Plexaurella;0
Yawzi;2006;1;318;Plexaurella;0
Yawzi;2006;1;319;Plexaurella;0
Yawzi;2006;1;320;Plexaurella;0
Yawzi;2006;3;333;Plexaurella;0
Yawzi;2006;3;334;Plexaurella;0
Yawzi;2006;3;335;Plexaurella;0
Yawzi;2006;3;336;Plexaurella;0
Yawzi;2006;3;337;Plexaurella;0
Yawzi;2006;3;338;Plexaurella;0
Yawzi;2006;3;339;Plexaurella;0
Yawzi;2006;3;340;Plexaurella;0
Yawzi;2006;3;342;Plexaurella;0
Yawzi;2006;3;343;Plexaurella;0
Yawzi;2006;3;344;Plexaurella;0
Yawzi;2006;3;345;Plexaurella;0
Yawzi;2007;1;1006;Plexaurella;0
Yawzi;2007;1;1007;Plexaurella;0
Yawzi;2007;1;1008;Plexaurella;0
Yawzi;2007;1;1009;Plexaurella;0
Yawzi;2007;1;1010;Plexaurella;0
Yawzi;2007;1;1011;Plexaurella;0
Yawzi;2007;1;1012;Plexaurella;0
Yawzi;2007;1;1013;Plexaurella;0
Yawzi;2007;1;1014;Plexaurella;0
Yawzi;2007;1;1015;Plexaurella;0
Yawzi;2007;1;1016;Plexaurella;0
Yawzi;2007;3;1028;Plexaurella;0
Yawzi;2007;3;1029;Plexaurella;0
Yawzi;2007;3;1030;Plexaurella;0
Yawzi;2007;3;1031;Plexaurella;0
Yawzi;2007;3;1032;Plexaurella;0
Yawzi;2007;3;1033;Plexaurella;0
Yawzi;2007;3;1034;Plexaurella;0
Yawzi;2007;3;1035;Plexaurella;0
Yawzi;2007;3;1036;Plexaurella;0
Yawzi;2007;3;1037;Plexaurella;0
Yawzi;2008;1;2374;Plexaurella;0
Yawzi;2008;1;2375;Plexaurella;0
Yawzi;2008;1;2376;Plexaurella;0
Yawzi;2008;1;2377;Plexaurella;0
Yawzi;2008;1;2378;Plexaurella;0
Yawzi;2008;1;2379;Plexaurella;0
Yawzi;2008;1;2380;Plexaurella;0
Yawzi;2008;1;2381;Plexaurella;0
Yawzi;2008;1;2382;Plexaurella;0
Yawzi;2008;1;2383;Plexaurella;0
Yawzi;2008;1;2384;Plexaurella;0
Yawzi;2008;3;2397;Plexaurella;0
Yawzi;2008;3;2398;Plexaurella;0
Yawzi;2008;3;2399;Plexaurella;0
Yawzi;2008;3;2400;Plexaurella;0
Yawzi;2008;3;2401;Plexaurella;0
Yawzi;2008;3;2402;Plexaurella;0
Yawzi;2008;3;2403;Plexaurella;0
Yawzi;2008;3;2404;Plexaurella;0
Yawzi;2008;3;2405;Plexaurella;0
Yawzi;2008;3;2406;Plexaurella;0
Yawzi;2008;3;2407;Plexaurella;0
Yawzi;2008;3;2408;Plexaurella;0
Yawzi;2009;1;1636;Plexaurella;0
Yawzi;2009;1;1637;Plexaurella;0
Yawzi;2009;1;1638;Plexaurella;0
Yawzi;2009;1;1640;Plexaurella;0
Yawzi;2009;1;1641;Plexaurella;0
Yawzi;2009;1;1642;Plexaurella;0
Yawzi;2009;1;1643;Plexaurella;0
Yawzi;2009;1;1644;Plexaurella;0
Yawzi;2009;1;1645;Plexaurella;0
Yawzi;2009;1;1646;Plexaurella;0
Yawzi;2009;3;1660;Plexaurella;0
Yawzi;2009;3;1661;Plexaurella;0
Yawzi;2009;3;1662;Plexaurella;1
Yawzi;2009;3;1663;Plexaurella;0
Yawzi;2009;3;1664;Plexaurella;0
Yawzi;2009;3;1665;Plexaurella;0
Yawzi;2009;3;1666;Plexaurella;0
Yawzi;2009;3;1667;Plexaurella;0
Yawzi;2009;3;1668;Plexaurella;0
Yawzi;2009;3;1669;Plexaurella;0
Yawzi;2009;3;1670;Plexaurella;0
Yawzi;2010;1;8443;Plexaurella;0
Yawzi;2010;1;8444;Plexaurella;0
Yawzi;2010;1;8445;Plexaurella;0
Yawzi;2010;1;8446;Plexaurella;0
Yawzi;2010;1;8447;Plexaurella;0
Yawzi;2010;1;8448;Plexaurella;0
Yawzi;2010;1;8449;Plexaurella;0
Yawzi;2010;1;8450;Plexaurella;0
Yawzi;2010;1;8451;Plexaurella;0
Yawzi;2010;1;8452;Plexaurella;0
Yawzi;2010;1;8453;Plexaurella;0
Yawzi;2010;3;8465;Plexaurella;0
Yawzi;2010;3;8466;Plexaurella;0
Yawzi;2010;3;8467;Plexaurella;0
Yawzi;2010;3;8468;Plexaurella;1
Yawzi;2010;3;8469;Plexaurella;0
Yawzi;2010;3;8470;Plexaurella;0
Yawzi;2010;3;8471;Plexaurella;1
Yawzi;2010;3;8472;Plexaurella;0
Yawzi;2010;3;8473;Plexaurella;0
Yawzi;2010;3;8474;Plexaurella;0
Yawzi;2010;3;8475;Plexaurella;0
Yawzi;2010;3;8476;Plexaurella;0
Yawzi;2011;1;1;Plexaurella;0
Yawzi;2011;1;2;Plexaurella;0
Yawzi;2011;1;3;Plexaurella;0
Yawzi;2011;1;4;Plexaurella;0
Yawzi;2011;1;5;Plexaurella;0
Yawzi;2011;1;6;Plexaurella;0
Yawzi;2011;1;7;Plexaurella;0
Yawzi;2011;1;8;Plexaurella;0
Yawzi;2011;1;9;Plexaurella;0
Yawzi;2011;1;10;Plexaurella;0
Yawzi;2011;1;11;Plexaurella;0
Yawzi;2011;3;24;Plexaurella;1
Yawzi;2011;3;25;Plexaurella;0
Yawzi;2011;3;26;Plexaurella;0
Yawzi;2011;3;27;Plexaurella;0
Yawzi;2011;3;28;Plexaurella;0
Yawzi;2011;3;29;Plexaurella;0
Yawzi;2011;3;30;Plexaurella;1
Yawzi;2011;3;31;Plexaurella;0
Yawzi;2011;3;32;Plexaurella;0
Yawzi;2011;3;33;Plexaurella;0
Yawzi;2011;3;34;Plexaurella;0
Yawzi;2012;1;1788;Plexaurella;0
Yawzi;2012;1;1789;Plexaurella;0
Yawzi;2012;1;1790;Plexaurella;0
Yawzi;2012;1;1791;Plexaurella;0
Yawzi;2012;1;1792;Plexaurella;0
Yawzi;2012;1;1793;Plexaurella;0
Yawzi;2012;1;1794;Plexaurella;0
Yawzi;2012;1;1795;Plexaurella;0
Yawzi;2012;1;1796;Plexaurella;0
Yawzi;2012;1;1797;Plexaurella;0
Yawzi;2012;1;1798;Plexaurella;0
Yawzi;2012;3;1813;Plexaurella;0
Yawzi;2012;3;1814;Plexaurella;0
Yawzi;2012;3;1815;Plexaurella;0
Yawzi;2012;3;1816;Plexaurella;0
Yawzi;2012;3;1817;Plexaurella;0
Yawzi;2012;3;1819;Plexaurella;0
Yawzi;2012;3;1820;Plexaurella;0
Yawzi;2012;3;1821;Plexaurella;0
Yawzi;2012;3;1822;Plexaurella;0
Yawzi;2012;3;1823;Plexaurella;0
Yawzi;2012;3;1824;Plexaurella;0
Yawzi;2012;3;1825;Plexaurella;0
Yawzi;2013;1;165;Plexaurella;0
Yawzi;2013;1;166;Plexaurella;1
Yawzi;2013;1;167;Plexaurella;0
Yawzi;2013;1;168;Plexaurella;0
Yawzi;2013;1;169;Plexaurella;0
Yawzi;2013;1;170;Plexaurella;0
Yawzi;2013;1;171;Plexaurella;0
Yawzi;2013;1;172;Plexaurella;0
Yawzi;2013;1;173;Plexaurella;0
Yawzi;2013;1;174;Plexaurella;0
Yawzi;2013;3;188;Plexaurella;0
Yawzi;2013;3;189;Plexaurella;0
Yawzi;2013;3;190;Plexaurella;1
Yawzi;2013;3;191;Plexaurella;0
Yawzi;2013;3;192;Plexaurella;0
Yawzi;2013;3;193;Plexaurella;0
Yawzi;2013;3;194;Plexaurella;0
Yawzi;2013;3;195;Plexaurella;0
Yawzi;2013;3;196;Plexaurella;0
Yawzi;2013;3;197;Plexaurella;0
Yawzi;2013;3;198;Plexaurella;0
Yawzi;2013;3;199;Plexaurella;0
Tektite;1987;1;2;Plexaurella;0
Tektite;1987;1;3;Plexaurella;0
Tektite;1987;1;4;Plexaurella;0
Tektite;1987;1;5;Plexaurella;0
Tektite;1987;1;6;Plexaurella;0
Tektite;1987;1;7;Plexaurella;0
Tektite;1987;1;8;Plexaurella;0
Tektite;1987;1;9;Plexaurella;0
Tektite;1987;1;10;Plexaurella;0
Tektite;1987;1;1;Plexaurella;0
Tektite;1987;3;21;Plexaurella;0
Tektite;1987;3;22;Plexaurella;0
Tektite;1987;3;23;Plexaurella;0
Tektite;1987;3;24;Plexaurella;0
Tektite;1987;3;25;Plexaurella;0
Tektite;1987;3;26;Plexaurella;0
Tektite;1987;3;27;Plexaurella;0
Tektite;1987;3;28;Plexaurella;0
Tektite;1987;3;29;Plexaurella;0
Tektite;1987;3;30;Plexaurella;0
Tektite;1988;1;1;Plexaurella;0
Tektite;1988;1;2;Plexaurella;0
Tektite;1988;1;3;Plexaurella;0
Tektite;1988;1;4;Plexaurella;0
Tektite;1988;1;5;Plexaurella;0
Tektite;1988;1;6;Plexaurella;0
Tektite;1988;1;7;Plexaurella;0
Tektite;1988;1;8;Plexaurella;0
Tektite;1988;1;9;Plexaurella;0
Tektite;1988;3;20;Plexaurella;0
Tektite;1988;3;21;Plexaurella;0
Tektite;1988;3;22;Plexaurella;0
Tektite;1988;3;23;Plexaurella;0
Tektite;1988;3;24;Plexaurella;0
Tektite;1988;3;25;Plexaurella;0
Tektite;1988;3;26;Plexaurella;0
Tektite;1988;3;27;Plexaurella;0
Tektite;1988;3;28;Plexaurella;0
Tektite;1988;3;29;Plexaurella;0
Tektite;1989;1;31;Plexaurella;0
Tektite;1989;1;32;Plexaurella;0
Tektite;1989;1;33;Plexaurella;0
Tektite;1989;1;34;Plexaurella;0
Tektite;1989;1;35;Plexaurella;0
Tektite;1989;1;36;Plexaurella;0
Tektite;1989;1;37;Plexaurella;0
Tektite;1989;1;38;Plexaurella;0
Tektite;1989;1;39;Plexaurella;0
Tektite;1989;1;40;Plexaurella;0
Tektite;1989;3;51;Plexaurella;0
Tektite;1989;3;52;Plexaurella;0
Tektite;1989;3;53;Plexaurella;0
Tektite;1989;3;54;Plexaurella;0
Tektite;1989;3;55;Plexaurella;0
Tektite;1989;3;56;Plexaurella;0
Tektite;1989;3;57;Plexaurella;0
Tektite;1989;3;58;Plexaurella;0
Tektite;1989;3;59;Plexaurella;0
Tektite;1989;3;60;Plexaurella;0
Tektite;1990;1;1;Plexaurella;0
Tektite;1990;1;2;Plexaurella;0
Tektite;1990;1;3;Plexaurella;0
Tektite;1990;1;4;Plexaurella;0
Tektite;1990;1;5;Plexaurella;0
Tektite;1990;1;6;Plexaurella;0
Tektite;1990;1;7;Plexaurella;0
Tektite;1990;1;8;Plexaurella;0
Tektite;1990;1;9;Plexaurella;0
Tektite;1990;1;10;Plexaurella;0
Tektite;1990;3;21;Plexaurella;0
Tektite;1990;3;22;Plexaurella;0
Tektite;1990;3;23;Plexaurella;0
Tektite;1990;3;24;Plexaurella;0
Tektite;1990;3;25;Plexaurella;0
Tektite;1990;3;26;Plexaurella;0
Tektite;1990;3;27;Plexaurella;0
Tektite;1990;3;28;Plexaurella;0
Tektite;1990;3;29;Plexaurella;0
Tektite;1990;3;30;Plexaurella;0
Tektite;1991;1;1;Plexaurella;0
Tektite;1991;1;2;Plexaurella;0
Tektite;1991;1;3;Plexaurella;0
Tektite;1991;1;4;Plexaurella;0
Tektite;1991;1;5;Plexaurella;0
Tektite;1991;1;6;Plexaurella;0
Tektite;1991;1;7;Plexaurella;0
Tektite;1991;1;8;Plexaurella;0
Tektite;1991;1;9;Plexaurella;0
Tektite;1991;1;10;Plexaurella;0
Tektite;1991;3;22;Plexaurella;0
Tektite;1991;3;23;Plexaurella;0
Tektite;1991;3;24;Plexaurella;0
Tektite;1991;3;25;Plexaurella;0
Tektite;1991;3;26;Plexaurella;0
Tektite;1991;3;27;Plexaurella;0
Tektite;1991;3;28;Plexaurella;0
Tektite;1991;3;29;Plexaurella;0
Tektite;1991;3;30;Plexaurella;0
Tektite;1991;3;21;Plexaurella;0
Tektite;1992;1;2;Plexaurella;0
Tektite;1992;1;3;Plexaurella;0
Tektite;1992;1;4;Plexaurella;0
Tektite;1992;1;5;Plexaurella;0
Tektite;1992;1;6;Plexaurella;0
Tektite;1992;1;7;Plexaurella;0
Tektite;1992;1;8;Plexaurella;0
Tektite;1992;1;9;Plexaurella;0
Tektite;1992;1;10;Plexaurella;0
Tektite;1992;1;1;Plexaurella;0
Tektite;1992;3;21;Plexaurella;0
Tektite;1992;3;22;Plexaurella;0
Tektite;1992;3;23;Plexaurella;0
Tektite;1992;3;25;Plexaurella;0
Tektite;1992;3;26;Plexaurella;0
Tektite;1992;3;27;Plexaurella;0
Tektite;1992;3;28;Plexaurella;0
Tektite;1992;3;29;Plexaurella;0
Tektite;1992;3;24;Plexaurella;0
Tektite;1993;1;1;Plexaurella;0
Tektite;1993;1;2;Plexaurella;0
Tektite;1993;1;3;Plexaurella;0
Tektite;1993;1;4;Plexaurella;0
Tektite;1993;1;5;Plexaurella;0
Tektite;1993;1;6;Plexaurella;0
Tektite;1993;1;7;Plexaurella;0
Tektite;1993;1;8;Plexaurella;0
Tektite;1993;1;9;Plexaurella;0
Tektite;1993;1;10;Plexaurella;0
Tektite;1993;3;21;Plexaurella;0
Tektite;1993;3;22;Plexaurella;0
Tektite;1993;3;23;Plexaurella;0
Tektite;1993;3;24;Plexaurella;0
Tektite;1993;3;26;Plexaurella;0
Tektite;1993;3;27;Plexaurella;0
Tektite;1993;3;28;Plexaurella;0
Tektite;1993;3;29;Plexaurella;0
Tektite;1993;3;30;Plexaurella;0
Tektite;1993;3;25;Plexaurella;0
Tektite;1994;1;1;Plexaurella;0
Tektite;1994;1;2;Plexaurella;0
Tektite;1994;1;3;Plexaurella;0
Tektite;1994;1;4;Plexaurella;0
Tektite;1994;1;5;Plexaurella;0
Tektite;1994;1;6;Plexaurella;0
Tektite;1994;1;7;Plexaurella;0
Tektite;1994;1;8;Plexaurella;0
Tektite;1994;1;9;Plexaurella;0
Tektite;1994;1;10;Plexaurella;0
Tektite;1994;3;21;Plexaurella;0
Tektite;1994;3;22;Plexaurella;0
Tektite;1994;3;23;Plexaurella;0
Tektite;1994;3;24;Plexaurella;0
Tektite;1994;3;25;Plexaurella;0
Tektite;1994;3;26;Plexaurella;0
Tektite;1994;3;27;Plexaurella;0
Tektite;1994;3;28;Plexaurella;0
Tektite;1994;3;29;Plexaurella;0
Tektite;1994;3;30;Plexaurella;0
Tektite;1995;1;1;Plexaurella;0
Tektite;1995;1;2;Plexaurella;0
Tektite;1995;1;3;Plexaurella;0
Tektite;1995;1;4;Plexaurella;0
Tektite;1995;1;5;Plexaurella;0
Tektite;1995;1;6;Plexaurella;0
Tektite;1995;1;7;Plexaurella;0
Tektite;1995;1;8;Plexaurella;0
Tektite;1995;1;9;Plexaurella;0
Tektite;1995;1;10;Plexaurella;0
Tektite;1995;3;21;Plexaurella;0
Tektite;1995;3;22;Plexaurella;0
Tektite;1995;3;23;Plexaurella;0
Tektite;1995;3;24;Plexaurella;0
Tektite;1995;3;25;Plexaurella;0
Tektite;1995;3;26;Plexaurella;0
Tektite;1995;3;27;Plexaurella;0
Tektite;1995;3;28;Plexaurella;0
Tektite;1995;3;29;Plexaurella;0
Tektite;1995;3;30;Plexaurella;0
Tektite;1996;1;1;Plexaurella;0
Tektite;1996;1;2;Plexaurella;0
Tektite;1996;1;3;Plexaurella;0
Tektite;1996;1;4;Plexaurella;0
Tektite;1996;1;5;Plexaurella;0
Tektite;1996;1;6;Plexaurella;0
Tektite;1996;1;7;Plexaurella;0
Tektite;1996;1;8;Plexaurella;0
Tektite;1996;1;9;Plexaurella;0
Tektite;1996;1;10;Plexaurella;0
Tektite;1996;3;21;Plexaurella;0
Tektite;1996;3;22;Plexaurella;0
Tektite;1996;3;23;Plexaurella;0
Tektite;1996;3;24;Plexaurella;0
Tektite;1996;3;25;Plexaurella;0
Tektite;1996;3;26;Plexaurella;0
Tektite;1996;3;27;Plexaurella;0
Tektite;1996;3;28;Plexaurella;0
Tektite;1996;3;29;Plexaurella;0
Tektite;1996;3;30;Plexaurella;0
Tektite;1997;1;1;Plexaurella;0
Tektite;1997;1;2;Plexaurella;0
Tektite;1997;1;3;Plexaurella;0
Tektite;1997;1;4;Plexaurella;0
Tektite;1997;1;5;Plexaurella;0
Tektite;1997;1;6;Plexaurella;0
Tektite;1997;1;7;Plexaurella;0
Tektite;1997;1;8;Plexaurella;0
Tektite;1997;1;9;Plexaurella;0
Tektite;1997;1;10;Plexaurella;0
Tektite;1997;3;21;Plexaurella;0
Tektite;1997;3;22;Plexaurella;0
Tektite;1997;3;23;Plexaurella;0
Tektite;1997;3;24;Plexaurella;0
Tektite;1997;3;25;Plexaurella;0
Tektite;1997;3;26;Plexaurella;0
Tektite;1997;3;27;Plexaurella;0
Tektite;1997;3;28;Plexaurella;0
Tektite;1997;3;29;Plexaurella;0
Tektite;1997;3;30;Plexaurella;0
Tektite;1998;1;1;Plexaurella;0
Tektite;1998;1;2;Plexaurella;0
Tektite;1998;1;3;Plexaurella;0
Tektite;1998;1;4;Plexaurella;0
Tektite;1998;1;5;Plexaurella;0
Tektite;1998;1;6;Plexaurella;0
Tektite;1998;1;7;Plexaurella;0
Tektite;1998;1;8;Plexaurella;0
Tektite;1998;1;9;Plexaurella;0
Tektite;1998;1;10;Plexaurella;0
Tektite;1998;3;21;Plexaurella;0
Tektite;1998;3;22;Plexaurella;0
Tektite;1998;3;23;Plexaurella;0
Tektite;1998;3;24;Plexaurella;0
Tektite;1998;3;25;Plexaurella;0
Tektite;1998;3;26;Plexaurella;0
Tektite;1998;3;27;Plexaurella;0
Tektite;1998;3;28;Plexaurella;0
Tektite;1998;3;29;Plexaurella;0
Tektite;1998;3;30;Plexaurella;0
Tektite;1999;1;Tektite_1999_001;Plexaurella;0
Tektite;1999;1;Tektite_1999_002;Plexaurella;0
Tektite;1999;1;Tektite_1999_003;Plexaurella;0
Tektite;1999;1;Tektite_1999_004;Plexaurella;0
Tektite;1999;1;Tektite_1999_005;Plexaurella;0
Tektite;1999;1;Tektite_1999_006;Plexaurella;0
Tektite;1999;1;Tektite_1999_007;Plexaurella;0
Tektite;1999;1;Tektite_1999_008;Plexaurella;0
Tektite;1999;1;Tektite_1999_009;Plexaurella;0
Tektite;1999;1;Tektite_1999_010;Plexaurella;0
Tektite;1999;1;Tektite_1999_011;Plexaurella;0
Tektite;1999;3;Tektite_1999_021;Plexaurella;0
Tektite;1999;3;Tektite_1999_022;Plexaurella;0
Tektite;1999;3;Tektite_1999_023;Plexaurella;0
Tektite;1999;3;Tektite_1999_024;Plexaurella;0
Tektite;1999;3;Tektite_1999_025;Plexaurella;0
Tektite;1999;3;Tektite_1999_026;Plexaurella;0
Tektite;1999;3;Tektite_1999_027;Plexaurella;0
Tektite;1999;3;Tektite_1999_028;Plexaurella;0
Tektite;1999;3;Tektite_1999_029;Plexaurella;0
Tektite;1999;3;Teltite_1999_030;Plexaurella;0
Tektite;2000;1;Tektite_2000_001;Plexaurella;0
Tektite;2000;1;Tektite_2000_002;Plexaurella;0
Tektite;2000;1;Tektite_2000_003;Plexaurella;0
Tektite;2000;1;Tektite_2000_004;Plexaurella;0
Tektite;2000;1;Tektite_2000_005;Plexaurella;0
Tektite;2000;1;Tektite_2000_006;Plexaurella;0
Tektite;2000;1;Tektite_2000_007;Plexaurella;0
Tektite;2000;1;Tektite_2000_008;Plexaurella;0
Tektite;2000;1;Tektite_2000_009;Plexaurella;0
Tektite;2000;1;Tektite_2000_010;Plexaurella;0
Tektite;2000;3;Tektite_2000_021;Plexaurella;0
Tektite;2000;3;Tektite_2000_022;Plexaurella;0
Tektite;2000;3;Tektite_2000_023;Plexaurella;0
Tektite;2000;3;Tektite_2000_024;Plexaurella;0
Tektite;2000;3;Tektite_2000_025;Plexaurella;0
Tektite;2000;3;Tektite_2000_026;Plexaurella;0
Tektite;2000;3;Tektite_2000_027;Plexaurella;0
Tektite;2000;3;Tektite_2000_028;Plexaurella;0
Tektite;2000;3;Tektite_2000_029;Plexaurella;0
Tektite;2000;3;Tektite_2000_030;Plexaurella;0
Tektite;2001;1;T1Q1-2001;Plexaurella;0
Tektite;2001;1;T1Q2-2001;Plexaurella;0
Tektite;2001;1;T1Q3-2001;Plexaurella;0
